技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
11260115,斗转回星,-1,1,hurt,1,311#411#511#611#711#811#911,130,300,1,0,,12,2000,1800,100,1,,,2,3,21000900,100,730
11260201,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260202,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260203,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260204,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260205,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260206,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260207,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260208,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260209,天魔覆地,0,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260210,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260211,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260212,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260213,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260214,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11260215,天魔覆地,-1,1,hurt,1,321#421#521#621#721#821#921,130,300,1,0,,12,2000,1800,100,1,,,2,3,31000900,100,780
11270101,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270102,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270103,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270104,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270105,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270106,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270107,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270108,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270109,星辰裂变,0,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270110,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270111,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270112,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270113,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270114,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270115,星辰裂变,-1,1,hurt,1,311#411#511#611#711#811#911,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,21000900,100,730
11270201,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270202,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270203,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270204,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270205,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270206,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270207,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270208,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270209,焰炙六合,0,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270210,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270211,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270212,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270213,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270214,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
11270215,焰炙六合,-1,1,hurt,1,321#421#521#621#721#821#921,130,320,1,1,11210200,12,2000,1800,100,5,,,2,3,31000900,100,790
12010101,震云贯日,-1,1,hurt,1,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,10,5,1,0,,5,2000,1800,100,1,,,2,1,12000100,100,1400
12020101,腾雾强击,-1,1,hurt,1,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,20,12,1,0,,6,2000,1800,100,1,,,2,1,12000100,40#60,1600
12030101,纸传决打,-1,1,hurt,1,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,30,18,1,0,,2,2000,1800,100,1,,,2,1,12000100,25#35#40,800
12040101,连环归灭,-1,1,hurt,1,312#412#512#612#712#812#912,35,20,1,0,,2,2000,1800,100,1,,,2,2,22000100,40#60,1000
12040201,火星乍现,-1,1,hurt,1,322#422#522#622#722#822#922,35,20,1,0,,2,2000,1800,100,1,,,2,2,32000100,100,1000
12050101,连环飞天,-1,1,hurt,1,312#412#512#612#712#812#912,45,25,1,0,,3,2000,1800,100,1,,,2,2,22000100,100,1000
12050201,中流砥柱,-1,1,hurt,1,322#422#522#622#722#822#922,45,25,1,0,,3,2000,1800,100,1,,,2,2,32000100,100,1000
12060101,连环屠龙,-1,1,hurt,1,312#412#512#612#712#812#912,55,30,1,0,,0,2000,1800,100,1,,,2,2,22000100,40#60,1000
12060201,威凌天下,-1,1,hurt,1,322#422#522#622#722#822#922,55,30,1,0,,0,2000,1800,100,1,,,2,2,32000100,100,1200
12070101,白虎吞天,-1,1,hurt,1,312#412#512#612#712#812#912,60,35,1,0,,3,2000,1800,100,1,,,2,3,22000200,40#60,1000
12070201,逆天灭龙,-1,1,hurt,1,322#422#522#622#722#822#922,60,35,1,0,,3,2000,1800,100,1,,,2,3,32000200,40#60,1000
12080101,哀伤魔枪,-1,1,hurt,1,312#412#512#612#712#812#912,64,40,1,0,,19,2000,1800,100,1,,,2,3,22000200,25#35#40,1000
12080201,逆天煞星,-1,1,hurt,1,322#422#522#622#722#822#922,64,40,1,0,,19,2000,1800,100,1,,,2,3,32000200,25#35#40,1200
12090101,龟寿裂杀,-1,1,hurt,1,312#412#512#612#712#812#912,68,45,1,0,,12,2000,1800,100,1,,,2,3,22000200,40#60,1000
12090201,逆天将魔,-1,1,hurt,1,322#422#522#622#722#822#922,68,45,1,0,,12,2000,1800,100,1,,,2,3,32000200,100,1000
12100101,义薄云天,-1,1,hurt,1,312#412#512#612#712#812#912,71,50,1,0,,12,2000,1800,100,1,,,2,4,22000300,25#35#40,1000
12100201,天地无用,-1,1,hurt,1,322#422#522#622#722#822#922,71,50,1,0,,12,2000,1800,100,1,,,2,4,32000300,25#35#40,1000
12110101,龙腾四海,-1,1,hurt,1,312#412#512#612#712#812#912,74,55,1,0,,12,2000,1800,100,1,,,2,4,22000300,100,1000
12110102,真·龙腾四海,-1,1,hurt,1,312#412#512#612#712#812#912,74,55,1,0,,12,2000,1800,100,1,,,2,4,22000300,100,1000
12110201,神龙破甲,-1,1,hurt,1,322#422#522#622#722#822#922,74,55,1,0,,12,2000,1800,100,1,,,2,4,32000300,40#60,1000
12110202,真·神龙破甲,-1,1,hurt,1,322#422#522#622#722#822#922,74,55,1,0,,12,2000,1800,100,1,,,2,4,32000300,40#60,1000
12120101,鹰击长空,-1,1,hurt,1,312#412#512#612#712#812#912,77,60,1,0,,12,2000,1800,100,1,,,2,4,22000300,40#60,1000
12120102,真·鹰击长空,-1,1,hurt,1,312#412#512#612#712#812#912,77,60,1,1,12120100,12,2000,1800,100,3,,,2,4,22000300,40#60,1000
12120201,金蛇狂舞,-1,1,hurt,1,322#422#522#622#722#822#922,77,60,1,0,,12,2000,1800,100,1,,,2,4,32000300,40#60,1000
12120202,真·金蛇狂舞,-1,1,hurt,1,322#422#522#622#722#822#922,77,60,1,1,12120200,12,2000,1800,100,3,,,2,4,32000300,40#60,1000
12130101,天人合一,-1,1,hurt,1,312#412#512#612#712#812#912,80,70,1,0,,12,2000,1800,100,1,,,2,5,22000400,40#60,1000
12130201,天魔掠影,-1,1,hurt,1,322#422#522#622#722#822#922,80,70,1,0,,12,2000,1800,100,1,,,2,5,32000400,25#35#40,1000
12140101,天神万钧,-1,1,hurt,1,312#412#512#612#712#812#912,84,80,1,0,,12,2000,1800,100,1,,,2,5,22000400,40#60,1000
12140102,真·天神万钧,-1,1,hurt,1,312#412#512#612#712#812#912,84,80,1,0,,12,2000,1800,100,1,,,2,5,22000400,40#60,1000
12140201,魔天暗日,-1,1,hurt,1,322#422#522#622#722#822#922,84,80,1,0,,12,2000,1800,100,1,,,2,5,32000400,25#35#40,1000
12140202,真·魔天暗日,-1,1,hurt,1,322#422#522#622#722#822#922,84,80,1,0,,12,2000,1800,100,1,,,2,5,32000400,25#35#40,1000
12150101,无天无地,-1,1,hurt,1,312#412#512#612#712#812#912,88,90,1,0,,12,2000,1800,100,1,,,2,5,22000400,25#35#40,1000
12150102,真·无天无地,-1,1,hurt,1,312#412#512#612#712#812#912,88,90,1,1,12150100,12,2000,1800,100,3,,,2,5,22000400,25#35#40,1000
12150201,魔天灭世,-1,1,hurt,1,322#422#522#622#722#822#922,88,90,1,0,,12,2000,1800,100,1,,,2,5,32000400,25#35#40,1000
12150202,真·魔天灭世,-1,1,hurt,1,322#422#522#622#722#822#922,88,90,1,1,12150200,12,2000,1800,100,3,,,2,5,32000400,25#35#40,1000
12160101,追风天狼刺,-1,1,hurt,1,312#412#512#612#712#812#912,91,120,1,0,,12,2000,1800,100,1,,,2,6,22000500,25#35#40,1000
12160201,毒龙断魂刺,-1,1,hurt,1,322#422#522#622#722#822#922,91,120,1,0,,12,2000,1800,100,1,,,2,6,32000500,40#60,1000
12170101,嗜血天狼击,-1,1,hurt,1,312#412#512#612#712#812#912,94,130,1,0,,12,2000,1800,100,1,,,2,6,22000500,25#35#40,1000
12170102,真·嗜血天狼击,-1,1,hurt,1,312#412#512#612#712#812#912,94,130,1,0,,12,2000,1800,100,1,,,2,6,22000500,25#35#40,1000
12170201,毒龙穿心钻,-1,1,hurt,1,322#422#522#622#722#822#922,94,130,1,0,,12,2000,1800,100,1,,,2,6,32000500,40#60,1000
12170202,真·毒龙穿心钻,-1,1,hurt,1,322#422#522#622#722#822#922,94,130,1,0,,12,2000,1800,100,1,,,2,6,32000500,40#60,1000
12180101,疾风天狼破,-1,1,hurt,1,312#412#512#612#712#812#912,97,140,1,0,,12,2000,1800,100,1,,,2,6,22000500,25#35#40,1000
12180102,真·疾风天狼破,-1,1,hurt,1,312#412#512#612#712#812#912,97,140,1,1,12180100,12,2000,1800,100,3,,,2,6,22000500,25#35#40,1000
12180201,狂舞千龙破,-1,1,hurt,1,322#422#522#622#722#822#922,97,140,1,0,,12,2000,1800,100,1,,,2,6,32000500,40#60,1000
12180202,真·狂舞千龙破,-1,1,hurt,1,322#422#522#622#722#822#922,97,140,1,1,12180200,12,2000,1800,100,3,,,2,6,32000500,40#60,1000
12190101,冰凝雪影,-1,1,hurt,1,312#412#512#612#712#812#912,100,160,1,0,,12,2000,1800,100,1,,,2,7,22000600,25#35#40,1000
12190201,血雨鬼泣,-1,1,hurt,1,322#422#522#622#722#822#922,100,160,1,0,,12,2000,1800,100,1,,,2,7,32000600,25#35#40,1000
12200101,冰刃狂舞,-1,1,hurt,1,312#412#512#612#712#812#912,104,180,1,0,,12,2000,1800,100,1,,,2,7,22000600,40#60,1000
12200102,真·冰刃狂舞,-1,1,hurt,1,312#412#512#612#712#812#912,104,180,1,0,,12,2000,1800,100,1,,,2,7,22000600,40#60,1000
12200201,血祭天下,-1,1,hurt,1,322#422#522#622#722#822#922,104,180,1,0,,12,2000,1800,100,1,,,2,7,32000600,40#60,1000
12200202,真·血祭天下,-1,1,hurt,1,322#422#522#622#722#822#922,104,180,1,0,,12,2000,1800,100,1,,,2,7,32000600,40#60,1000
12210101,冰灵无极,-1,1,hurt,1,312#412#512#612#712#812#912,108,200,1,0,,12,2000,1800,100,1,,,2,7,22000600,40#60,1000
12210102,真·冰灵无极,-1,1,hurt,1,312#412#512#612#712#812#912,108,200,1,1,12210100,12,2000,1800,100,3,,,2,7,22000600,40#60,1000
12210201,神枪泣血,-1,1,hurt,1,322#422#522#622#722#822#922,108,200,1,0,,12,2000,1800,100,1,,,2,7,32000600,100,1300
12210202,真·神枪泣血,-1,1,hurt,1,322#422#522#622#722#822#922,108,200,1,1,12210200,12,2000,1800,100,3,,,2,7,32000600,100,1300
12220101,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220102,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220103,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220104,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220105,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220106,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220107,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220108,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220109,狼魄撼海震,0,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220110,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220111,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220112,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220113,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220114,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220115,狼魄撼海震,-1,1,hurt,1,312#412#512#612#712#812#912,115,220,1,0,,12,2000,1800,100,1,,,2,1,22000700,100,700
12220201,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220202,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220203,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220204,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220205,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220206,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220207,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220208,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220209,峨咤覆石宗,0,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220210,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220211,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220212,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220213,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220214,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12220215,峨咤覆石宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,220,1,0,,12,2000,1800,100,1,,,2,1,32000700,100,750
12230101,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230102,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230103,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230104,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230105,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230106,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230107,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230108,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230109,唤神翻天震,0,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230110,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230111,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230112,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230113,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230114,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230115,唤神翻天震,-1,1,hurt,1,312#412#512#612#712#812#912,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,22000700,40#60,600
12230201,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230202,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230203,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230204,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230205,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230206,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230207,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230208,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230209,揽魂摄地宗,0,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230210,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230211,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230212,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230213,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230214,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12230215,揽魂摄地宗,-1,1,hurt,1,322#422#522#622#722#822#922,115,240,1,1,12210200,12,2000,1800,100,3,,,2,1,32000700,40#60,960
12240101,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240102,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240103,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240104,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240105,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240106,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240107,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240108,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240109,横云断峰,0,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240110,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240111,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240112,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240113,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240114,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240115,横云断峰,-1,1,hurt,1,312#412#512#612#712#812#912,120,260,1,0,,12,2000,1800,100,1,,,2,2,22000800,100,800
12240201,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240202,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240203,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240204,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240205,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240206,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240207,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240208,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240209,旋转乾坤,0,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240210,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
