地图编号,地图目录,地图名称,地图进入条件,地图类型,配置文件,地图宽度,地图高度,地图分组,后端分线,开放条件,对应假地图副本,该地图是否可作为返回地图，是否可使用传送符,所用服务器类型,复活坐标,复活cd,复活面板组成,是否可使用连击技,刷新key,角色是否可以重叠,是否安全区能回血回蓝,召唤生效规则,是否支持飞行卷轴使用,是否安全区能回泡点经验,是否接收血色恶魔匹配请求,是否接受被击杀邮件,地图产出绑定天数,客户端判断不过提示,地图是否废弃,是否安全地图,杀人是否增加PK值,地图经验加成,进入地图公告,小地图是否显示boss复活时间,是否支持传送卷轴使用,商业化活动开启时间,活动地图经验加成,地图是否允许组队,是否需要有时间才能进入,角色受击反击是否生效
216009,216009,秘境9层,5603#8&908#11:00-23:59,2,216009,146,137,216009,1,,,1,1,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216010,216010,秘境10层,5603#9&908#11:00-23:59,2,216010,146,137,216010,1,,,1,1,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216011,216011,秘境11层,5603#10&908#11:00-23:59,2,216011,146,137,216011,1,,,1,1,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216012,216012,秘境12层,5603#11&908#11:00-23:59,2,216012,146,137,216012,1,,,1,1,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216205,216205,秘境5层[跨],5603#4&908#11:00-23:59,2,216205,146,137,216205,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216206,216206,秘境6层[跨],5603#5&908#11:00-23:59,2,216206,146,137,216206,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216207,216207,秘境7层[跨],5603#6&908#11:00-23:59,2,216207,146,137,216207,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216208,216208,秘境8层[跨],5603#7&908#11:00-23:59,2,216208,146,137,216208,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216209,216209,秘境9层[跨],5603#8&908#11:00-23:59,2,216209,146,137,216209,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216210,216210,秘境10层[跨],5603#9&908#11:00-23:59,2,216210,146,137,216210,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216211,216211,秘境11层[跨],5603#10&908#11:00-23:59,2,216211,146,137,216211,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216212,216212,秘境12层[跨],5603#11&908#11:00-23:59,2,216212,146,137,216212,1,,,1,2,101#195#281,0,1#17,1,,1,1,1#2,,1,,,0,,,0,1,,,1,,,,,,
216101,216101,圣地1层,5603#1&908#06:00-22:00,2,216,146,137,216101,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216102,216102,圣地2层,5603#2&908#06:00-22:00,2,216,146,137,216102,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216103,216103,圣地3层,5603#3&908#06:00-22:00,2,216,146,137,216103,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216104,216104,圣地4层,5603#4&908#06:00-22:00,2,216,146,137,216104,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216105,216105,圣地5层,5603#5&908#06:00-22:00,2,216,146,137,216105,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216106,216106,圣地6层,5603#6&908#06:00-22:00,2,216,146,137,216106,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216107,216107,圣地7层,5603#7&908#06:00-22:00,2,216,146,137,216107,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216108,216108,圣地8层,5603#8&908#06:00-22:00,2,216,146,137,216108,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216109,216109,圣地9层,5603#9&908#06:00-22:00,2,216,146,137,216109,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216110,216110,圣地10层,5603#10&908#06:00-22:00,2,216,146,137,216110,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216111,216111,圣地11层,5603#11&908#06:00-22:00,2,216,146,137,216111,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
216112,216112,圣地12层,5603#12&908#06:00-22:00,2,216,146,137,216112,0,,,1,1,101#195#281,0,1#17,1,9200001,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
222101,222101,外围战场,101#1,2,222,108,108,222101,1,,,1,2,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
222102,222102,内围战场,101#1,2,222,108,108,222102,1,,,1,2,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
222103,222103,中心战场,101#1,2,222,108,108,222103,1,,,1,2,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,,,,1,,,,,,
500002,500002,夏日沙滩[安全],101#40&8100#34121060#34121062#34121063#34121064#34121065#34121066#34122060#34122062#34122063#34122064#34122065#34122066&908#11:00:00-12:00:00/101#40&8100#34121060#34121062#34121063#34121064#34121065#34121066#34122060#34122062#34122063#34122064#34122065#34122066&908#20:00:00-22:00:00,2,500002,99,99,500002,0,,,1,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
10102,10102,宠物地图,101#1,1,10102,417,358,10102,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
101,101,泫渤派[安全],101#1,1,101,417,358,101,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20101,101,泫渤派[安全],101#1,1,101,417,358,101,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30101,101,泫渤派[安全],101#1,1,101,417,358,101,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40101,101,泫渤派[安全],101#1,1,101,417,358,101,4,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50101,101,泫渤派[安全],101#1,1,101,417,358,101,5,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60101,101,泫渤派[安全],101#1,1,101,417,358,101,6,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70101,101,泫渤派[安全],101#1,1,101,417,358,101,7,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80101,101,泫渤派[安全],101#1,1,101,417,358,101,8,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90101,101,泫渤派[安全],101#1,1,101,417,358,101,9,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100101,101,泫渤派[安全],101#1,1,101,417,358,101,10,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
102,102,泫渤派南[安全],101#1,1,102,271,274,102,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20102,102,泫渤派南[安全],101#1,1,102,271,274,102,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30102,102,泫渤派南[安全],101#1,1,102,271,274,102,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40102,102,泫渤派南[安全],101#1,1,102,271,274,102,4,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50102,102,泫渤派南[安全],101#1,1,102,271,274,102,5,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60102,102,泫渤派南[安全],101#1,1,102,271,274,102,6,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70102,102,泫渤派南[安全],101#1,1,102,271,274,102,7,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80102,102,泫渤派南[安全],101#1,1,102,271,274,102,8,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90102,102,泫渤派南[安全],101#1,1,102,271,274,102,9,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100102,102,泫渤派南[安全],101#1,1,102,271,274,102,10,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
103,103,柳正关[安全],101#1,1,103,202,202,103,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20103,103,柳正关[安全],101#1,1,103,202,202,103,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30103,103,柳正关[安全],101#1,1,103,202,202,103,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40103,103,柳正关[安全],101#1,1,103,202,202,103,4,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50103,103,柳正关[安全],101#1,1,103,202,202,103,5,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60103,103,柳正关[安全],101#1,1,103,202,202,103,6,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70103,103,柳正关[安全],101#1,1,103,202,202,103,7,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80103,103,柳正关[安全],101#1,1,103,202,202,103,8,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90103,103,柳正关[安全],101#1,1,103,202,202,103,9,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100103,103,柳正关[安全],101#1,1,103,202,202,103,10,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
104,104,柳正关南[安全],101#1,1,104,230,230,104,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20104,104,柳正关南[安全],101#1,1,104,230,230,104,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30104,104,柳正关南[安全],101#1,1,104,230,230,104,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40104,104,柳正关南[安全],101#1,1,104,230,230,104,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50104,104,柳正关南[安全],101#1,1,104,230,230,104,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60104,104,柳正关南[安全],101#1,1,104,230,230,104,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70104,104,柳正关南[安全],101#1,1,104,230,230,104,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80104,104,柳正关南[安全],101#1,1,104,230,230,104,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90104,104,柳正关南[安全],101#1,1,104,230,230,104,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100104,104,柳正关南[安全],101#1,1,104,230,230,104,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
121,121,三邪关[安全],101#1,1,121,302,289,121,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20121,121,三邪关[安全],101#1,1,121,302,289,121,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30121,121,三邪关[安全],101#1,1,121,302,289,121,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40121,121,三邪关[安全],101#1,1,121,302,289,121,4,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50121,121,三邪关[安全],101#1,1,121,302,289,121,5,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60121,121,三邪关[安全],101#1,1,121,302,289,121,6,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70121,121,三邪关[安全],101#1,1,121,302,289,121,7,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80121,121,三邪关[安全],101#1,1,121,302,289,121,8,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90121,121,三邪关[安全],101#1,1,121,302,289,121,9,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100121,121,三邪关[安全],101#1,1,121,302,289,121,10,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
122,122,三邪关外围[安全],101#1,1,122,240,230,122,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20122,122,三邪关外围[安全],101#1,1,122,240,230,122,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30122,122,三邪关外围[安全],101#1,1,122,240,230,122,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40122,122,三邪关外围[安全],101#1,1,122,240,230,122,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50122,122,三邪关外围[安全],101#1,1,122,240,230,122,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60122,122,三邪关外围[安全],101#1,1,122,240,230,122,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70122,122,三邪关外围[安全],101#1,1,122,240,230,122,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80122,122,三邪关外围[安全],101#1,1,122,240,230,122,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90122,122,三邪关外围[安全],101#1,1,122,240,230,122,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100122,122,三邪关外围[安全],101#1,1,122,240,230,122,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
109,109,南明湖[安全],101#1,1,109,270,265,109,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20109,109,南明湖[危险],101#1,1,109,270,265,109,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30109,109,南明湖[危险],101#1,1,109,270,265,109,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40109,109,南明湖[危险],101#1,1,109,270,265,109,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50109,109,南明湖[危险],101#1,1,109,270,265,109,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60109,109,南明湖[危险],101#1,1,109,270,265,109,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70109,109,南明湖[危险],101#1,1,109,270,265,109,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80109,109,南明湖[危险],101#1,1,109,270,265,109,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90109,109,南明湖[危险],101#1,1,109,270,265,109,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100109,109,南明湖[危险],101#1,1,109,270,265,109,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
105,105,神武门[安全],101#1,1,105,280,280,105,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20105,105,神武门[危险],101#1,1,105,280,280,105,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30105,105,神武门[危险],101#1,1,105,280,280,105,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40105,105,神武门[危险],101#1,1,105,280,280,105,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50105,105,神武门[危险],101#1,1,105,280,280,105,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60105,105,神武门[危险],101#1,1,105,280,280,105,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70105,105,神武门[危险],101#1,1,105,280,280,105,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80105,105,神武门[危险],101#1,1,105,280,280,105,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90105,105,神武门[危险],101#1,1,105,280,280,105,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100105,105,神武门[危险],101#1,1,105,280,280,105,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
106,106,神武门南[安全],101#1,1,106,230,262,106,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20106,106,神武门南[危险],101#1,1,106,230,262,106,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30106,106,神武门南[危险],101#1,1,106,230,262,106,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40106,106,神武门南[危险],101#1,1,106,230,262,106,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50106,106,神武门南[危险],101#1,1,106,230,262,106,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60106,106,神武门南[危险],101#1,1,106,230,262,106,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70106,106,神武门南[危险],101#1,1,106,230,262,106,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80106,106,神武门南[危险],101#1,1,106,230,262,106,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90106,106,神武门南[危险],101#1,1,106,230,262,106,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100106,106,神武门南[危险],101#1,1,106,230,262,106,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1021,1021,泫渤派南(修)[危险],3501#3,1,1021,271,274,1021,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
201021,1021,泫渤派南(修)[危险],4101#1&3501#3,1,201021,271,274,1021,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心1阶可进入,,0,1,3000,,1,,,,,,
1091,1091,南明湖(修)[危险],3501#8,1,1091,270,265,1091,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
201091,1091,南明湖(修)[危险],4101#6&3501#8,1,201091,270,265,1091,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心6阶可进入,,0,1,3000,1006,1,,,,,,
301091,1091,南明湖(修)[危险],4101#16&3501#8,1,301091,270,265,1091,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心16阶可进入,,0,1,5000,1006,1,,,,,,
108,108,北海冰宫(修)[危险],3501#13,1,108,260,226,108,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
20108,108,北海冰宫(修)[危险],4101#11&3501#13,1,20108,260,226,108,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心11阶可进入,,0,1,3000,1006,1,,,,,,
30108,108,北海冰宫(修)[危险],4101#21&3501#13,1,30108,260,226,108,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心21阶可进入,,0,1,5000,1006,1,,,,,,
1151,1151,南林(修)[危险],3501#17,1,1151,230,230,1151,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
201151,1151,南林(修)[危险],4101#16&3501#17,1,201151,230,230,1151,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心16阶可进入,,0,1,3000,1006,1,,,,,,
301151,1151,南林(修)[危险],4101#26&3501#17,1,301151,230,230,1151,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心26阶可进入,,0,1,5000,1006,1,,,,,,
1172,1172,虎峡谷(修)[危险],3501#23,1,1172,230,201,1172,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
201172,1172,虎峡谷(修)[危险],4101#21&3501#23,1,201172,230,201,1172,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心21阶可进入,,0,1,3000,1006,1,,,,,,
301172,1172,虎峡谷(修)[危险],4101#31&3501#23,1,301172,230,201,1172,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心31阶可进入,,0,1,5000,1006,1,,,,,,
120,120,花亭平原(修)[危险],3501#27,1,120,209,203,120,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
20120,120,花亭平原(修)[危险],4101#26&3501#27,1,20120,209,203,120,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心26阶可进入,,0,1,3000,1006,1,,,,,,
30120,120,花亭平原(修)[危险],4101#36&3501#27,1,30120,209,203,120,3,,,,1,30101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心36阶可进入,,0,1,5000,1006,1,,,,,,
229,229,门派驻地,101#1,2,229,115,115,229,0,,,1,1,20101#195#281,0,10,1,,1,1,1#2,,1,,,0,,,1,,,,0,,,,,,1
224,224,正邪战场,101#1,2,224,128,122,224,1,,,1,2,101#195#281,0,1#13,1,,1,1,1#2,,1,,,0,,,0,0,,,1,1,,,,,1
500001,500001,天魔神宫,101#35,2,500001,274,274,500001,1,,,,1,101#195#281,0,1#12,1,,1,1,1#2,,1,,1,0,,,0,0,,1006,1,1,,,,,1
50000101,50000101,飞升修炼场,201#711#721#811#821#911#921#712#722#812#822#912#922#713#723#813#823#913#923#714#724#814#824#914#924#715#725#815#825#915#925,1,50000101,274,274,50000101,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,1,
50000102,50000101,飞升修炼场,4101#31&201#711#721#811#821#911#921#712#722#812#822#912#922#713#723#813#823#913#923#714#724#814#824#914#924#715#725#815#825#915#925,1,50000101,274,274,50000101,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心31阶可进入,,0,1,3000,,1,,,,,1,
50000103,50000101,飞升修炼场,4101#41&201#711#721#811#821#911#921#712#722#812#822#912#922#713#723#813#823#913#923#714#724#814#824#914#924#715#725#815#825#915#925,1,50000101,274,274,50000101,3,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,火龙之心41阶可进入,,0,1,5000,,1,,,,,1,
2012,2012,地下密路一层,101#1,2,2012,170,170,2012,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010002,2010002,地下密路二层,101#1,2,2010002,170,170,2010002,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010003,2010003,地下密路三层,101#1,2,2010003,170,170,2010003,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010004,2010004,地下密路四层,101#1,2,2010004,170,170,2010004,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010005,2010005,地下密路五层,101#1,2,2010005,170,170,2010005,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010006,2010006,地下密路六层,101#1,2,2010006,170,170,2010006,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
